id,weibo_content,weibo_place,publish_time,publish_tool,up_num,retweet_num,comment_num
310,恭贺纪录片《重走玄奘路》在“第六届温哥华国际华语电影节”获纪录片大奖暨电影《玄奘》剧本研讨会今天下午在北京举行……[耶][握手][祈祷] @行者李一健 @行走的禅文化 @一品行的微博,无,2018-07-31 17:08,iPhone 7 Plus,2456,34,187
311,"转发理由:[耶][握手][作揖]@长江文艺出版社 @北京长江新世纪 
原始用户: 内蒙古快报
转发内容: #呼和浩特生活#【大圣归来！8月12日在呼和浩特遇见美猴王六小龄童！】美猴王来了！  美猴王要来呼市啦！好消息是：美猴王六小龄童将于8月12日（周日）上午，10:00在内蒙古国际会展中心，下午14：30在中山西路新华书店3楼，带着他首部自传《行者》珍藏版与广大读者见面，聊一聊《西游记》里的那些事儿。来源：新华书店",无,2018-07-31 09:01,iPhone 7 Plus,2698,46,197
312,今天是观音菩萨成道日，祈愿世界和平、国运昌盛、众生安乐！南无大慈大悲观世音菩萨。[祈祷][祈祷][祈祷][祈祷][祈祷][祈祷],无,2018-07-31 08:07,iPhone 7 Plus,28761,1419,1154
313,@人民网 [good][握手][耶]六小龄童做客黄山书会畅谈行者精神,无,2018-07-30 10:25,iPhone 7 Plus,2298,43,236
314,“第六届温哥华国际华语电影节”组委会今天发布颁奖盛典全新图文介绍 [good][握手][耶]第六届温哥华国际华语电影节圆满落幕！,无,2018-07-29 20:07,iPhone 7 Plus,2710,47,188
315,小说《西游记》的作者[good][耶][作揖]http://t.cn/ReXTtS4,无,2018-07-29 13:20,iPhone 7 Plus,2555,54,334
316,昨天下午在合肥中国黄山书会现场。 六小龄童的微博视频,无,2018-07-29 12:26,微博视频,3995,65,317
317,网易[good][握手][作揖] @翰皇联盟 六小龄童谈表演：要有匠人精神 追求细节的完美,无,2018-07-29 09:06,iPhone 7 Plus,1992,20,118
318,@央广网  这篇文章是近几年来我很少看到较全面地真正阐述我对《西游记》文化与艺术创作的基本观点[good]，这里没有标题党，没有断章取义挑事弄是非……谢谢作者、摄影，谢谢央广网[握手][耶][作揖]六小龄童：人人都是西天取经的行者 一生都要历经“九九八十一难”,无,2018-07-28 22:19,iPhone 7 Plus,2535,77,274
319,谁说当今国人不爱读书，瞧这《行者》今天下午在合肥中国黄山书会的场面……哪吒 @杨--斌 也来助阵，只有心里始终装着观众与读者，大家都会支持与鼓励你[good][握手][耶]@北京长江新世纪 @长江文艺出版社 @贰零壹陆影视传媒 @儒意影业 @行走的禅文化 @一品行的微博,无,2018-07-28 19:04,iPhone 7 Plus,3047,62,374
320,"转发理由:在电影《财迷》中饰演我女儿的演员 @笑傲江湖李静儿 的首支单曲[good][耶][ok] @电影财迷
原始用户: 笑傲江湖李静儿
转发内容: 我的首支个人单曲《又说那话》今日在QQ音乐.网易云.酷我音乐.酷狗.抖音.等各大网站正式上线，由内地顶尖创作团队制作，希望大家多多支持，多多转发[抱拳][抱拳][抱拳]",无,2018-07-28 18:43,iPhone 7 Plus,1650,15,80
321,"转发理由:[good][握手][耶]
原始用户: 加拿大城市電視
转发内容: 在86版电视剧「西游记」中扮演孙悟空而被亿万观众所熟知的「美猴王」@六小龄童 ，经典形象影响了几代人的记忆，而其为艺术献身的精神和至今无人望其项背的猴王精湛演技更为其赢得马来西亚吉隆坡世界杰出名人榜「终身成就奖」。日前，六小龄童老师来温哥华宣传自己执导和主演的记录片，并接受新闻报导「 全",无,2018-07-28 10:15,iPhone 7 Plus,2670,33,181
322,起早摸黑独自行，《行者》再赴皖中走！[耶][握手][作揖]@北京长江新世纪 @长江文艺出版社,无,2018-07-28 07:37,iPhone 7 Plus,3828,33,336
323,在我住的小区里理发的王师傅给我理了14年的发，价格从早年的10元到现在的30元，涨幅真的不大，但他每天都是那么开心，真好！[good][握手][作揖],无,2018-07-27 16:05,iPhone 7 Plus,7134,59,619
324,"转发理由:我们的《财迷》向海内外征集全家福照片啦[good][握手][耶]
原始用户: 电影财迷
转发内容: 电影《财迷》征集全家福照片你陪我长大，我陪你变老，从哇哇落地，到身高八尺，父母对我们倾注了全部的爱，长大的过程，甜蜜的记忆，请翻出和父母合影的新老照片，别说没有哦！！！我们会把您和父母的合影照片在电影片尾中展示，选中者邀请参加电影首映礼哦！投递越快，位置越前。照片请发送至邮箱caimi20161108@163.com手机：13311526512（微信号同步）征集截止日期：2018/9/21",无,2018-07-26 17:56,iPhone 7 Plus,930,29,150
325,"转发理由:28日下午1:30，《行者》途经合肥不见不散 ！@北京长江新世纪 @长江文艺出版社 [good][握手][耶]
原始用户: 安徽论坛
转发内容: 【六小龄童、方方等名家本周将陆续作客合肥三孝口书店】7月28日（本周六）下午13:30—15:00，著名表演艺术家六小龄童将在三孝口店开展《行者：珍藏版》合肥签售会。当天晚上18:00时，著名作家、湖北省文学院专业作家、华中科技大学中国当代写作研究中心主任方方将准时莅临与读者见面。@六小龄童 欢迎再来合肥，分享读书的乐趣！#合肥资讯#",无,2018-07-26 16:29,iPhone 7 Plus,2663,38,171
326,今天是陕西铜川玉华宫“六小龄童艺术馆”开馆三周年馆庆日，三年来馆内迎来了海内外各界游客，感谢当地各级政府、游客朋友们三年来的关注与支持。[作揖][握手][good]@玉华宫景区,无,2018-07-26 08:30,iPhone 7 Plus,3698,70,252
327,朋友发来的越南著名的游览景点：岘港山茶半岛灵应寺中的美王齐天大圣孙悟空[握手][ok][耶],无,2018-07-25 22:18,iPhone 7 Plus,4517,53,303
328,"转发理由:7月28日下午“2018中国黄山书会”不见不散[good][握手][耶]@北京长江新世纪 @长江文艺出版社
原始用户: 新浪安徽
转发内容: #2018中国黄山书会# 今天给小伙伴们推荐的作家是@六小龄童 、@北师大康震 、@陆天明 、@余秀华 ，感觉这一波粉丝应该会很多[doge]",无,2018-07-25 17:53,iPhone 7 Plus,1887,30,124
329,国人素质在提高，北京西直门[嘻嘻][good][握手],无,2018-07-25 12:29,iPhone 7 Plus,7050,53,328
330,宝岛台湾的《两岸新闻》报道[good][握手][耶]@俊超charlie西三水紅 http://t.cn/Re7BdJQ,无,2018-07-25 10:00,iPhone 7 Plus,2103,43,102
331,国航1516航班顶着暴风骤雨刚刚安全降落首都机场[耶]飞行员、全体机组人员一个字： @中国国际航空 [good][握手][祈祷],无,2018-07-24 23:45,iPhone 7 Plus,4561,26,267
332,冯佳艺小朋友演奏的真好[嘻嘻][good][耶] 六小龄童的秒拍视频,无,2018-07-24 21:12,iPhone 7 Plus,2874,243,209
333,感谢 @央视西游记作曲许镜清 先生为《西游记》的音乐做出的杰出贡献 [作揖][握手][good]@许镜清西游记情景音乐会 @小虎宝贝  感谢“师徒四人”对西游记音乐会的支持,无,2018-07-24 14:32,iPhone 7 Plus,2477,46,125
334,“大徒弟” @陈龙 ，今天是你的生日，“师父”祝你生日快乐，并恭贺你获得第六届温哥华国际华语电影节“红枫叶奖”“最受欢迎男演员”，你拍戏忙没能顺利如愿成行去领奖，征得电影节组委会的同意由我将获奖证书转交作为你的生日礼物。[good][握手][蛋糕],无,2018-07-24 13:27,iPhone 7 Plus,3987,455,246
335,@人民网 六小龄童《重走玄奘路》获最佳纪录片奖 @贰零壹陆影视传媒 @儒意影业 @行走的禅文化 @一品行的微博 @行者李一健,无,2018-07-24 10:50,iPhone 7 Plus,1838,31,218
336,"转发理由:坚信国家会加大审查力度。[祈祷][拳头]
原始用户: 中国新闻网
转发内容: #问题疫苗#【吉林省委：严肃追责问责 对不法企业施以重拳依法从严处理】省市两级成立工作组，在前阶段工作的基础上，全力配合国务院调查组和国家有关部门工作。要加快推进案件调查，尽快查清事实真相。公安部门要采取果断有力措施，依法依规对涉嫌违法犯罪人员进行控制，对违法犯罪证据进行固定保护。要严肃追责问责，对不法企业施以重拳、依法从严处理，对不法分子坚决尽快严惩，对监管失职渎职的坚决严厉问责。不论涉及到哪些企业、哪些人都要坚决严惩不贷、绝不姑息。要举一反三，对全省疫苗生产企业进行全流程、全链条彻查，全面排查高风险药品企业，坚决消除各种风险隐患，全力保障人民群众安全用药。要切实回应群众关切，及时公布调查进展。吉林省委召开会议:长生疫苗案件性质恶劣 从严查处",无,2018-07-24 10:19,iPhone 7 Plus,2062,39,142
337,今天是阎怀礼先生82周岁诞辰日[泪]我们永远怀念您，永远的“沙师弟”……[祈祷][祈祷][祈祷],无,2018-07-24 08:00,iPhone 7 Plus,285555,6312,4886
338,在东方航空公司582航班温哥华飞往上海的高空中喜获：@新华网 登载昨天晚上在加拿大举行的“第六届温哥华国际华语电影节”闭幕式暨颁奖典礼盛况[嘻嘻]谢谢本机组全体工作人员对乘客热情细致的关照与服务 @东方航空  [作揖][握手][耶] http://t.cn/RgeTkgo,无,2018-07-23 20:46,iPhone 7 Plus,1806,21,165
339,我与堂兄小七龄童合著、 @辽宁人民出版社 出版的《猴王世家——章氏猴戏与中国戏曲》（上下册）精装图文版书即将出版，转发说出《西游记》（小说或央视版电视剧）对你的影响，字数不限，8月10日将随机抽取6名幸运者获赠《猴王世家一一章氏猴戏与中国戏曲》（上下册）签名精装图文版书一套，谢谢大家的支持与关注！,无,2018-07-23 20:00,iPhone 7 Plus,2342,236,346
340,“北国网”报道昨晚“第六届温哥华国际华语电影节”闭幕式暨颁奖典礼盛况[good][握手][祈祷] 六小龄童自导自演《重走玄奘路》荣获温哥华国际华语电影节最佳纪录片奖,无,2018-07-23 13:29,iPhone 7 Plus,1677,27,129
341,又一个大丰收的季节，你好加拿大，我的福地一一温哥华再见了！[嘻嘻][泪][作揖][握手][耶][祈祷] @贰零壹陆影视传媒 @儒意影业 @行走的禅文化 @一品行的微博 @行者李一健,无,2018-07-23 08:27,iPhone 7 Plus,2576,46,497
342,"转发理由:转发微博
原始用户: 六小龄童工作室
转发内容: 温哥华当地时间7月21日晚第六届温哥华国际华语电影节闭幕式颁奖典礼结束后，一个温哥华的华人女粉丝送给 @六小龄童 老师一袋礼物并附有一封信，信末没有落款，因六小龄童老师要赶着参加庆功宴没来得及问她的姓名，并且温哥华时间7月22日下午章老师就要回国，请这位女粉丝见到这条微博后立即发私信与工作室联系。",无,2018-07-22 17:25,iPhone 7 Plus,1933,35,114
343,"转发理由:帅小伙，有前途的温哥华青年导演，期待择时合作……[good][握手][耶]
原始用户: Mr__AlvinTang
转发内容: 章老师本人特别的平易近人，大师风范！加拿大温哥华年轻导演Brandon说看到了偶像Monkey King（美猴王）真人真的非常激动。硬拉着我上前和章老师合影，老师车已经开动了，却还特地开门下车和我们合影留念。@六小龄童 加拿大·温哥华",无,2018-07-22 17:07,iPhone 7 Plus,2650,29,191
344,在刚刚结束的“第六届温哥华国际华语电影节”闭幕式颁奖典礼上，由我出任总导演并出演玄奘大师的纪录片《一带一路·重走玄奘路》实现大满贯：《一带一路·重走玄奘路》荣获最佳纪录片大奖，我本人获得最佳纪录片导演奖、最佳艺术成就奖。谢谢大家的期待与支持！[作揖][握手][耶] @贰零壹陆影视传媒 @儒意影业 @一品行的微博 @行走的禅文化 @行者李一健,无,2018-07-22 12:05,iPhone 7 Plus,2671,88,296
345,"转发理由:[耶][作揖][握手]@贰零壹陆影视传媒 @儒意影业 @一品行的微博 @行走的禅文化 @行者李一健
原始用户: 六小龄童工作室
转发内容: 1988年11月底，@六小龄童 应加拿大温哥华市市长的邀请，到温哥华伊丽莎白英女王剧院参加建立圣若瑟儿童医院的筹款义演《欢乐满杏林》，演出之余与央视版电视剧《红楼梦》主唱陈力及@成龙 、张学友等合影，30年后的今天，六小龄童故地重游，在伊丽莎白英女王剧院、圣若瑟儿童医院前留影。温哥华当地时间7月21日晚七时（北京时间7月22日10时）六小龄童将作为出任总导演并出演玄奘大师的纪录片《一带一路·重走玄奘路》剧组主创参加在伊丽莎白英女王剧院举行的第六届温哥华华语电影节闭幕式颁奖典礼，让我们期待好消息。",无,2018-07-22 09:10,iPhone 7 Plus,2165,46,145
346,上午闲逛温哥华最大的旧货市场，尽管没有找到“猴”品也乐于其中……[嘻嘻][握手][拳头],无,2018-07-22 08:07,iPhone 7 Plus,3310,40,177
347,忙中找闲游览加拿大维多利亚港……[嘻嘻][耶][ok],无,2018-07-22 07:50,iPhone 7 Plus,4342,111,191
348,加拿大维多利亚市长Lisa Helps、卑诗省华裔女议员、老年事务省务厅长康安礼今天下午四时（温哥华时间）与来自各国参加“第六届温哥华国际电影节”的部分嘉宾相会在卑诗省议会大厦[good][握手][耶]@贰零壹陆影视传媒 @儒意影业 @一品行的微博 @行走的禅文化 @行者李一健,无,2018-07-21 15:23,iPhone 7 Plus,2352,30,171
349,今天中午12时许（温哥华时间）在维多利亚市与加拿大的影视剧界同行进行艺术交流后共进午餐…… [good][握手][耶]@贰零壹陆影视传媒 @儒意影业 @行走的禅文化 @一品行的微博 @行者李一健,无,2018-07-21 13:48,iPhone 7 Plus,2151,15,112
350,今天下午与来自加拿大、越南、马来西亚、非洲等的童丝们在维多利亚市偶遇[嘻嘻][握手][耶],无,2018-07-21 11:05,iPhone 7 Plus,2903,26,148
351,今天下午三时（温哥华当地时间)在维多利亚市卑诗省议会大厦接受了CTV加拿大国家电视台的釆访[good][握手][耶]@贰零壹陆影视传媒 @儒意影业 @行走的禅文化 @一品行的微博 @行者李一健,无,2018-07-21 08:46,iPhone 7 Plus,2368,23,124
